OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityRelativeDepthName,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ProjectName,ActivityConductingOrganizationText,MonitoringLocationIdentifier,MonitoringLocationName,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,ActivityLocation/LatitudeMeasure,ActivityLocation/LongitudeMeasure,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionMethod/MethodDescriptionText,SampleCollectionEquipmentName,ResultIdentifier,ResultDetectionConditionText,MethodSpeciationName,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,DataQuality/PrecisionValue,DataQuality/BiasValue,DataQuality/ConfidenceIntervalValue,DataQuality/UpperConfidenceLimitValue,DataQuality/LowerConfidenceLimitValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,BinaryObjectFileName,BinaryObjectFileTypeCode,ResultFileUrl,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,ResultAnalyticalMethod/MethodUrl,ResultAnalyticalMethod/MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,ResultDetectionQuantitationLimitUrl,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,LabSamplePreparationUrl,LastUpdated,ProviderName
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-935762-SW,Sample-Routine,Water,Surface Water,2020-03-03,10:30:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-872282284,Not Detected,,Metribuzin,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270B(W),USEPA,8270 B W  ~ Semivolatile Organics in Water by GC/MS,,,UHL,2020-03-05,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-935762-SW/results/872282284/resdetectqntlmts,Method Detection Level,0.1,ug/L,,2021-01-13T16:53:06,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2020-A20087261002-SW,Sample-Routine,Water,Surface Water,2020-09-17,11:20:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010004,Mormon Trail Lake,,,,,41.2428030000,-94.6356850000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-872304200,,as N,Ammonia-nitrogen,Dissolved,0.0081,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/5405/,ISU,2020-09-17,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2020-A20087261002-SW/results/872304200/resdetectqntlmts,Method Detection Level,0.0024,mg/L,,2021-01-13T16:56:23,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2020-A20245155002-MW,Field Msr/Obs,Water,Municipal Waste,2020-06-03,10:18:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010005,Nodaway Lake,,,,,41.2893680000,-94.4975660000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-872305509,,,"Depth, Secchi disk depth",Total,2.6,m,,Final,,Actual,,,,,,,,,,,,,,,,,,,,Unknown,21IOWA_WQX,Unknown,,,ISU,2020-06-03,,,,,,,2021-01-13T16:56:33,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2020-A20042267003-SW,Sample-Routine,Water,Surface Water,2020-09-23,11:14:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010001,Greenfield Lake,,,,,41.2981980000,-94.4813330000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-872302797,,,Fixed suspended solids,Total,11.2,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,2540-E,APHA,2540 E ~ Fixed and Volatile Solids in Water,,,ISU,2020-09-23,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2020-A20042267003-SW/results/872302797/resdetectqntlmts,Method Detection Level,1.4,mg/L,,2021-01-13T16:56:12,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2020-A20082267001-SW,Sample-Routine,Water,Surface Water,2020-09-23,09:20:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010003,Meadow Lake,,,,,41.3870980000,-94.4375420000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-872304021,Not Detected,as P,Orthophosphate,Dissolved,,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,ISU,2020-09-23,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2020-A20082267001-SW/results/872304021/resdetectqntlmts,Method Detection Level,0.0078,mg/L,,2021-01-13T16:56:22,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2020-A20087261002-SW,Sample-Routine,Water,Surface Water,2020-09-17,11:20:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010004,Mormon Trail Lake,,,,,41.2428030000,-94.6356850000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-872304199,Not Detected,as N,Ammonia,Dissolved,,mg/L,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/5405/,ISU,2020-09-17,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2020-A20087261002-SW/results/872304199/resdetectqntlmts,Method Detection Level,0.0001,mg/L,,2021-01-13T16:56:23,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-996762-SW,Sample-Routine,Water,Surface Water,2020-05-07,10:35:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-872289073,Not Detected,,"Carbonaceous biochemical oxygen demand, standard conditions",Total,,mg/L,,Final,,Actual,,5 Day,,,,,,,,,,,,,,,,,,5210-B,APHA,5210 B ~ 5-Day Biochemical Oxygen Demand,,https://www.nemi.gov/methods/method_summary/5715/,UHL,2020-05-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-996762-SW/results/872289073/resdetectqntlmts,Method Detection Level,2,mg/L,,2021-01-13T16:53:58,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-935767-SW,Sample-Routine,Water,Surface Water,2020-03-03,11:20:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-872282468,,,Cadmium,Dissolved,0.06,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,UHL,2020-03-09,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-935767-SW/results/872282468/resdetectqntlmts,Method Detection Level,0.05,ug/L,,2021-01-13T16:53:09,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-MET_AMBIENT-SHL-913293-SW,Sample-Routine,Water,Surface Water,2020-01-07,10:20:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-872306518,,,Zinc,Dissolved,1.2,ug/L,B,Final,,Actual,,,,,,,,,,Blank detect 0.22,,,,,,,,,,200.8(W),USEPA,200.8 W  ~ Metals in Waters by ICP/MS,,https://www.nemi.gov/methods/method_summary/4665/,UHL,2020-01-09,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-MET_AMBIENT-SHL-913293-SW/results/872306518/resdetectqntlmts,Method Detection Level,0.05,ug/L,,2021-01-13T16:56:48,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-935773-SW,Sample-Routine,Water,Surface Water,2020-03-03,11:15:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-872282535,Not Detected,,Metoprolol,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SOP UHL-H-020,21IOWA_WQX,Pharmaceuticals,,,UHL,2020-03-09,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-935773-SW/results/872282535/resdetectqntlmts,Method Detection Level,0.010,ug/L,,2021-01-13T16:53:10,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-996762-MW,Field Msr/Obs,Water,Surface Water,2020-05-07,10:35:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,,,,,,STORET-872289059,,,"Temperature, water",Total,11.4,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,2550,APHA,Temperature of Water by Thermometer,,,UHL,2020-05-07,,,,,,,2021-01-13T16:53:58,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-1471538-SW,Sample-Routine,Water,Surface Water,2020-12-03,08:30:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-872267892,,,"Hardness, carbonate",Total,300,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,2340C,APHA_SM20ED,2340 C ~ EDTA Titrimetric Method (Hardness),,,UHL,2020-12-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-1471538-SW/results/872267892/resdetectqntlmts,Method Detection Level,1,mg/L,,2021-01-13T16:51:03,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-996763-MW,Field Msr/Obs,Water,Surface Water,2020-05-07,09:45:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,,,,,,STORET-872289100,,,"Temperature, water",Total,11.4,deg C,,Final,,Actual,,,,,,,,,,,,,,,,,,,,2550,APHA,Temperature of Water by Thermometer,,,UHL,2020-05-07,,,,,,,2021-01-13T16:53:58,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-996772-SW,Sample-Routine,Water,Surface Water,2020-05-07,09:45:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-872289154,Not Detected,,Sulfamethoxazole,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,SOP UHL-H-020,21IOWA_WQX,Pharmaceuticals,,,UHL,2020-05-19,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-996772-SW/results/872289154/resdetectqntlmts,Method Detection Level,0.010,ug/L,,2021-01-13T16:53:58,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-1162292-SW,Sample-Routine,Water,Surface Water,2020-08-06,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-872262945,Not Detected,as P,Orthophosphate,Dissolved,,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,LAC10-115-01-1A,21IOWA_WQX,LAC10-115-01-1A (UHL),,,UHL,2020-08-07,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-1162292-SW/results/872262945/resdetectqntlmts,Method Detection Level,0.02,mg/L,,2021-01-13T16:50:19,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2020-A20087153003-SW,Sample-Routine,Water,Surface Water,2020-06-25,10:44:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010004,Mormon Trail Lake,,,,,41.2428030000,-94.6356850000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-872304162,Not Detected,as P,Orthophosphate,Dissolved,,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,ISU,2020-06-25,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2020-A20087153003-SW/results/872304162/resdetectqntlmts,Method Detection Level,0.0078,mg/L,,2021-01-13T16:56:23,STORET
UMRR_LTRM,Upper Mississippi River Restoration - Long Term Resource Monitoring,UMRR_LTRM-UI02.9M:20201109:1102:SR:WB:0.2,Sample-Routine,Water,,2020-11-09,11:02:00,CST,,,,,0.2,m,,,,,,UMRR_LTRM_FIXED_SITE_WQ_DATA,Upper Mississippi River Restoration-Long Term Resource Monitoring Water Quality Data Wate Quality Fixed Site Data,,UMRR_LTRM-UI02.9M,Upper Iowa River 02.9M,,,,,43.4740000000,-91.2950000000,Grab Sample Method,UMRR_LTRM,Grab Sample Method,,Water Bottle,STORET-991835625,Present Below Quantification Limit,as P,Soluble Reactive Phosphorus (SRP),"Filtered, lab",,,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.3,USEPA,Phosphorus by Two Reagent Colorimetry,,https://www.nemi.gov/methods/method_summary/5255/,,,,https://www.waterqualitydata.us/data/providers/STORET/organizations/UMRR_LTRM/activities/UMRR_LTRM-UI02.9M%3A20201109%3A1102%3ASR%3AWB%3A0.2/results/991835625/resdetectqntlmts,Method Detection Level,0.001,mg/L,,2023-10-27T20:44:17,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-1034445-MW,Field Msr/Obs,Water,Surface Water,2020-06-04,10:00:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,,,,,,STORET-872260262,,,Turbidity,None,100,NTU,,Final,,Actual,,,,,,,,,,,,,,,,,,,,2130-B,APHA,2130 B ~ Nephelometric Method,,https://www.nemi.gov/methods/method_summary/9645/,UHL,2020-06-05,,,,,,,2021-01-13T16:49:53,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-996762-SW,Sample-Routine,Water,Surface Water,2020-05-07,10:35:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-872289084,Not Detected,,Cyanazine,Total,,ug/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,8270B(W),USEPA,8270 B W  ~ Semivolatile Organics in Water by GC/MS,,,UHL,2020-05-18,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-996762-SW/results/872289084/resdetectqntlmts,Method Detection Level,0.1,ug/L,,2021-01-13T16:53:58,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-935766-SW,Sample-Routine,Water,Surface Water,2020-03-03,11:15:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-872282429,,,Sodium,Total,11,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,200.7(W),USEPA,200.7 W  ~ Metals in Water by ICP-AES,,https://www.nemi.gov/methods/method_summary/4690/,UHL,2020-03-05,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-935766-SW/results/872282429/resdetectqntlmts,Method Detection Level,0.5,mg/L,,2021-01-13T16:53:08,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-935766-SW,Sample-Routine,Water,Surface Water,2020-03-03,11:15:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030002,Yellow River at Ion,,,,,43.1117790000,-91.2649210000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-872282438,Not Detected,,"Carbonaceous biochemical oxygen demand, standard conditions",Total,,mg/L,,Final,,Actual,,5 Day,,,,,,,,The Glucose Glutamic Acid Standard recovery was low out of control. Reported result may be slightly lower than the true value due to under seeding. If reported to IDNR results must be qualified as an estimate.,,,,,,,,,,5210-B,APHA,5210 B ~ 5-Day Biochemical Oxygen Demand,,https://www.nemi.gov/methods/method_summary/5715/,UHL,2020-03-04,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-935766-SW/results/872282438/resdetectqntlmts,Method Detection Level,2,mg/L,,2021-01-13T16:53:08,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2020-A20087261002-SW,Sample-Routine,Water,Surface Water,2020-09-17,11:20:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010004,Mormon Trail Lake,,,,,41.2428030000,-94.6356850000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-872304202,Not Detected,as N,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,ISU,2020-09-17,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2020-A20087261002-SW/results/872304202/resdetectqntlmts,Method Detection Level,0.06,mg/L,,2021-01-13T16:56:23,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-996763-SW,Sample-Routine,Water,Surface Water,2020-05-07,09:45:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-872289134,,,Total suspended solids,Non-Filterable (Particle),15,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,I3765,USDOI/USGS,Residue by Evaporation and Gravimetric,,https://www.nemi.gov/methods/method_summary/5495/,UHL,2020-05-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-996763-SW/results/872289134/resdetectqntlmts,Method Detection Level,1,mg/L,,2021-01-13T16:53:58,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2020-A20067153004-SW,Sample-Routine,Water,Surface Water,2020-06-01,14:08:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010002,Lake Orient,,,,,41.1964370000,-94.4361760000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-872303581,Not Detected,as N,Ammonia,Dissolved,,mg/L,,Final,,Calculated,,,,,,,,,,,,,,,,,,,,350.1,USEPA,350.1 ~ EPA; Ammonia Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/5405/,ISU,2020-06-01,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2020-A20067153004-SW/results/872303581/resdetectqntlmts,Method Detection Level,0.0001,mg/L,,2021-01-13T16:56:18,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2020-A20082267001-SW,Sample-Routine,Water,Surface Water,2020-09-23,09:20:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010003,Meadow Lake,,,,,41.3870980000,-94.4375420000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-872304020,,as N,Inorganic nitrogen (nitrate and nitrite) ***retired***use Nitrate + Nitrite,Dissolved,0.15,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,353.2,USEPA,Nitrate-Nitrite Nitrogen by Colorimetry,,https://www.nemi.gov/methods/method_summary/4702/,ISU,2020-09-23,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2020-A20082267001-SW/results/872304020/resdetectqntlmts,Method Detection Level,0.06,mg/L,,2021-01-13T16:56:22,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-AMBIENT-SHL-913328-SW,Sample-Routine,Water,Surface Water,2020-01-07,10:10:00,CST,,,,,,,,,,,,AMBIENT,Ambient stream water quality monitoring,21IOWA_WQX,21IOWA_WQX-10030001,Upper Iowa River near Dorchester,,,,,43.4214980000,-91.5089170000,UHL001,21IOWA_WQX,Standard UHL Sampling Procedure - Grab Samples,,Water Bottle,STORET-872278863,Not Detected,,"Carbonaceous biochemical oxygen demand, standard conditions",Total,,mg/L,,Final,,Actual,,5 Day,,,,,,,,,,,,,,,,,,5210-B,APHA,5210 B ~ 5-Day Biochemical Oxygen Demand,,https://www.nemi.gov/methods/method_summary/5715/,UHL,2020-01-08,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-AMBIENT-SHL-913328-SW/results/872278863/resdetectqntlmts,Method Detection Level,2,mg/L,,2021-01-13T16:52:35,STORET
21IOWA_WQX,Iowa DNR Surface Water Monitoring Data,21IOWA_WQX-LAKE-ISU-2020-A20082267001-SW,Sample-Routine,Water,Surface Water,2020-09-23,09:20:00,CST,,,,,,,,,,,,AMBLAKE-ISU,Ambient lake program - data collected by Iowa State University Limnology Lab (ISU),,21IOWA_WQX-22010003,Meadow Lake,,,,,41.3870980000,-94.4375420000,ISULAKE,21IOWA_WQX,ISU Lake Sample Collection Procedure,,Miscellaneous (Other),STORET-872304022,,as P,Phosphate-phosphorus,Total,0.1075,mg/L,,Final,,Actual,,,,,,,,,,,,,,,,,,,,365.1,USEPA,Phosphorus by Colorimetry,,https://www.nemi.gov/methods/method_summary/4823/,ISU,2020-09-23,,https://www.waterqualitydata.us/data/providers/STORET/organizations/21IOWA_WQX/activities/21IOWA_WQX-LAKE-ISU-2020-A20082267001-SW/results/872304022/resdetectqntlmts,Method Detection Level,0.0168,mg/L,,2021-01-13T16:56:22,STORET
