OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,LocalAqfrName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
EPA_R7_WQX,EPA R7,EPA_R7_WQX-HD10,Unnamed,River/Stream,,07080207,,,,,42.4284090000,-93.5212300000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,079,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-HD11,Tipton Creek 1,River/Stream,,07080207,,,,,42.4411730000,-93.5207820000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,079,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-HD12,Unnamed,River/Stream,,07080207,,,,,42.3820470000,-93.4442440000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,083,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-HD13,Unnamed,River/Stream,,07080207,,,,,42.3683360000,-93.3578510000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,083,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-HD14,Unnamed,River/Stream,,07080207,,,,,42.4031270000,-93.5018080000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,079,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-HD15,New York Branch 1,River/Stream,,07080207,,,,,42.4062830000,-93.5408210000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,079,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-HD2,Tipton Creek 6,River/Stream,,07080207,,,,,42.3810220000,-93.3858240000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,083,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-HD3,Tipton Creek 5,River/Stream,,07080207,,,,,42.3880600000,-93.4246860000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,083,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-HD4,Tipton Creek 4,River/Stream,,07080207,,,,,42.3981820000,-93.4436770000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,083,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-HD5,New York Branch 4,River/Stream,,07080207,,,,,42.3981400000,-93.4743450000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,079,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-HD7,New York Branch 2,River/Stream,,07080207,,,,,42.4019970000,-93.5213130000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,079,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-HD8,Tipton Creek 3,River/Stream,,07080207,,,,,42.4080030000,-93.4630210000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,079,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-HD9,Tipton Creek 2,River/Stream,,07080207,,,,,42.4157980000,-93.4773960000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,079,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-NRR001,North Raccoon River 1,River/Stream,,07100006,,,,,41.8494230000,-94.1398070000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,049,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-NRR002,North Raccoon River 2,River/Stream,,07100006,,,,,41.8369550000,-94.1327460000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,049,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-NRR003,North Raccoon River 3,River/Stream,,07100006,,,,,41.7903930000,-94.1023250000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,049,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-NRR_01,North Raccoon River,River/Stream,,07100006,,,,,41.8494230000,-94.1398070000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,049,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-NRR_02,North Raccoon River,River/Stream,,07100006,,,,,41.8369550000,-94.1327460000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,049,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-NRR_03,North Raccoon River,River/Stream,,07100006,,,,,41.7903930000,-94.1023250000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,049,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-R7RAFT-MSK002,Iowa River at Pow-wow Grounds,River/Stream,,07080208,,,,,41.9670920000,-92.6380700000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,171,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC1,Drainage Ditch 31,River/Stream,,07100006,,,,,42.3246760000,-94.8773040000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC10,Unnamed,River/Stream,,07100006,,,,,42.2532000000,-94.8851380000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC11,Unnamed,River/Stream,,07100006,,,,,42.2510200000,-94.9362270000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC12,Unnamed,River/Stream,,07100006,,,,,42.2738900000,-94.9166930000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC13,Unnamed,River/Stream,,07100006,,,,,42.2974990000,-94.9359780000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC14,Unnamed,River/Stream,,07100006,,,,,42.2840080000,-94.9361150000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC15,North Raccoon River 5,River/Stream,,07100006,,,,,42.2852510000,-94.8583280000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,025,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC16,North Raccoon River 3,River/Stream,,07100006,,,,,42.3012160000,-94.8921580000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC17,North Raccoon River 4,River/Stream,,07100006,,,,,42.2947740000,-94.9166780000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC18,North Raccoon River 2,River/Stream,,07100006,,,,,42.3111840000,-94.9398090000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC19,Indian Creek,River/Stream,,07100006,,,,,42.3372590000,-94.9937770000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC2,Unnamed,River/Stream,,07100006,,,,,42.3109350000,-94.9246530000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC20,North Raccoon River 1,River/Stream,,07100006,,,,,42.3400860000,-94.9856100000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC3,Unnamed,River/Stream,,07100006,,,,,42.3254510000,-94.9296480000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC4,Drainage Ditch 25,River/Stream,,07100006,,,,,42.3399870000,-94.9256020000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC5,Unnamed,River/Stream,,07100006,,,,,42.3544210000,-94.9303430000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC6,Unnamed,River/Stream,,07100006,,,,,42.3256200000,-94.9516680000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC7,Unnamed,River/Stream,,07100006,,,,,42.3223490000,-94.8968430000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC8,Unnamed,River/Stream,,07100006,,,,,42.2621350000,-94.8906470000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-RC9,Unnamed,River/Stream,,07100006,,,,,42.2560930000,-94.9167100000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-DM1,Des Moines River Watershed 1,River/Stream,,07100002,,,,,43.0672000000,-94.4844000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-DM10,Des Moines River Watershed 10,River/Stream,,07100002,,,,,43.1119000000,-94.5268000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-DM11,Des Moines River Watershed 11,River/Stream,,07100002,,,,,43.1262000000,-94.5267000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-DM12,Des Moines River Watershed 12,River/Stream,,07100002,,,,,43.1408000000,-94.5089000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-DM2,Des Moines River Watershed 2,River/Stream,,07100002,,,,,43.0670000000,-94.4611000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-DM3,Des Moines River Watershed 3,River/Stream,,07100002,,,,,43.0527000000,-94.4742000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-DM4,Des Moines River Watershed 4,River/Stream,,07100002,,,,,43.0527000000,-94.4702000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-DM5,Des Moines River Watershed 5,River/Stream,,07100002,,,,,43.0830000000,-94.4982000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-DM6,Des Moines River Watershed 6,River/Stream,,07100002,,,,,43.0830000000,-94.4670000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-DM7,Des Moines River Watershed 7,River/Stream,,07100002,,,,,43.0974000000,-94.5137000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-DM8,Des Moines River Watershed 8,River/Stream,,07100002,,,,,43.0974000000,-94.4969000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-DM9,Des Moines River Watershed 9,River/Stream,,07100002,,,,,43.1121000000,-94.5007000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,147,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-HD1,Hardin County 1,River/Stream,,07080207,,,,,42.3709000000,-93.3467000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,083,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-HD10,Hardin County 10,River/Stream,,07080207,,,,,42.4284000000,-93.5213000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,079,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-HD11,Hardin County 11,River/Stream,,07080207,,,,,42.4410000000,-93.5207000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,079,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-HD12,Hardin County 12,River/Stream,,07080207,,,,,42.3820000000,-93.4443000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,083,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-HD13,Hardin County 13,River/Stream,,07080207,,,,,42.3683000000,-93.3578000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,083,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-HD14,Hardin County 14,River/Stream,,07080207,,,,,42.4029000000,-93.5019000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,079,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-HD15,Hardin County 15,River/Stream,,07080207,,,,,42.4060000000,-93.5406000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,079,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-HD2,Hardin County 2,River/Stream,,07080207,,,,,42.3808000000,-93.3859000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,083,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-HD3,Hardin County 3,River/Stream,,07080207,,,,,42.3880000000,-93.4246000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,083,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-HD4,Hardin County 4,River/Stream,,07080207,,,,,42.3981000000,-93.4436000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,083,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-HD5,Hardin County 5,River/Stream,,07080207,,,,,42.3980000000,-93.4742000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,079,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-HD7,Hardin County 7,River/Stream,,07080207,,,,,42.4019000000,-93.5211000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,079,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-HD9,Hardin County 9,River/Stream,,07080207,,,,,42.4158000000,-93.4774000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,079,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC1,Racoon River Watershed 1,River/Stream,,07100006,,,,,42.3247000000,-94.8774000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC10,Racoon River Watershed 10,River/Stream,,07100006,,,,,42.2527000000,-94.8851000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC11,Racoon River Watershed 11,River/Stream,,07100006,,,,,42.2511190000,-94.9361620000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC12,Racoon River Watershed 12,River/Stream,,07100006,,,,,42.2737000000,-94.9165000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC13,Racoon River Watershed 13,River/Stream,,07100006,,,,,42.2971000000,-94.9359000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC14,Racoon River Watershed 14,River/Stream,,07100006,,,,,42.2838000000,-94.9359000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC15,Racoon River Watershed 15,River/Stream,,07100006,,,,,42.2849000000,-94.8579000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,025,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC16,Racoon River Watershed 16,River/Stream,,07100006,,,,,42.3014000000,-94.8922000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC17,Racoon River Watershed 17,River/Stream,,07100006,,,,,42.2946000000,-94.9166000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC18,Racoon River Watershed 18,River/Stream,,07100006,,,,,42.3110000000,-94.9399000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC19,Racoon River Watershed 19,River/Stream,,07100006,,,,,42.3373000000,-94.9935000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC2,Racoon River Watershed 2,River/Stream,,07100006,,,,,42.3108000000,-94.9246000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC20,Racoon River Watershed 20,River/Stream,,07100006,,,,,42.3400000000,-94.9858000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC3,Racoon River Watershed 3,River/Stream,,07100006,,,,,42.3254000000,-94.9296000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC4,Racoon River Watershed 4,River/Stream,,07100006,,,,,42.3399000000,-94.9256000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC5,Racoon River Watershed 5,River/Stream,,07100006,,,,,42.3543280000,-94.9303570000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC6,Racoon River Watershed 6,River/Stream,,07100006,,,,,42.3256000000,-94.9516000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC7,Racoon River Watershed 7,River/Stream,,07100006,,,,,42.2645000000,-94.8869000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC8,Racoon River Watershed 8,River/Stream,,07100006,,,,,42.2645177000,-94.8869694000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
ERG,"Eastern Research Group, Inc.",ERG-RC9,Racoon River Watershed 9,River/Stream,,07100006,,,,,42.2559000000,-94.9166000000,,,,GPS-Unspecified,WGS84,,,,,,,US,19,161,,,,,,,,,,STORET
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 1,Iowa River- Montour,River/Stream Perennial,,07080208,,,,,41.9869000000,-92.7009000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,171,,,,,,,,,,STORET
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 1 Duplicate,Iowa River- Montour,River/Stream Perennial,,07080208,,,,,41.9869000000,-92.7009000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,171,,,,,,,,,,STORET
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 2,Upper Onion Creek,River/Stream Perennial,,07080208,,,,,41.9987000000,-92.6708000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,171,,,,,,,,,,STORET
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 3,Lower Onion Creek,River/Stream Perennial,,07080208,,,,,41.9848000000,-92.6724000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,171,,,,,,,,,,STORET
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 4,Raven Creek,River/Stream Perennial,,07080208,,,,,41.9649000000,-92.6699000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,171,,,,,,,,,,STORET
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 5,Ia River Powwow Grounds,River/Stream Perennial,,07080208,,,,,41.9671000000,-92.6386000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,171,,,,,,,,,,STORET
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 6,Bennet Creek,River/Stream Perennial,,07080208,,,,,41.9557000000,-92.6393000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,171,,,,,,,,,,STORET
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 7,Iowa River East Boundary,River/Stream Perennial,,07080208,,,,,41.9565000000,-92.5972000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,171,,,,,,,,,,STORET
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 7 Duplicate,Iowa River East Boundary,River/Stream Perennial,,07080208,,,,,41.9565000000,-92.5972000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,171,,,,,,,,,,STORET
MESKWAKI_DNR,Meskwaki Department of Natural Resources (Tribal),MESKWAKI_DNR-Site 8,Cattail Creek,River/Stream Intermittent,,07080208,,,,,41.9738000000,-92.6274000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,171,,,,,,,,,,STORET
MNPCA,Minnesota Pollution Control Agency - Ambient Surface Water,MNPCA-S000-097,ROCK RIVER BR ON STATELINE RD 10 MI S OF LUVERNE,River/Stream,"ROCK RIVER AT THE BRIDGE ON STATELINE ROAD AT THE IOWA BORDER, 1 MILE EAST OF US-75 AND 10 MILES SOUTH OF LUVERNE, MINNESOTA; BIG SIOUX RIVER BASIN.  T101N/R45W/S36.  ROCK COUNTY.  SAMPLED MONTHLY BY THE MINNESOTA POLLUTION CONTROL AGENCY FOR ROUTINE WATER QUALITY MONITORING.  PERIOD SAMPLED:  1962-65, 1967-77, 1981-82, 1984-85, 100187-093088, 100190-093091.  MAJOR BASIN NAME:  MISSOURI.  BASIN CODE:  090707.  MINOR BASIN NAME:  BIG SIOUX RIVER.",10170204,,,,,43.5001940000,-96.1845560000,24000,,,Interpolation-Digital Map Source,NAD83,,,,,,,US,19,119,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-925036,BBV 925036,River/Stream,,07100004,,,,,41.7421000000,-93.8242000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,049,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977003,YYD 977003,River/Stream,,07100008,,,,,41.5468000000,-93.5947000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977012,GLU 977012,River/Stream,,07100006,,,,,41.5622000000,-93.6411000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977029,JJR 977029,River/Stream,,07100006,,,,,41.5678000000,-93.7509000000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977043,FFM 977043,River/Stream,,07100008,,,,,41.6296730000,-93.5480720000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977059,BBV 977059,River/Stream,,07100004,,,,,41.7390900000,-93.7851200000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977060,BBV 977060,River/Stream,,07100004,,,,,41.6882500000,-93.7355500000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977061,BBV 977061,River/Stream,,07100004,,,,,41.6535400000,-93.6971700000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977062,BBV 977062,River/Stream,,07100004,,,,,41.6666300000,-93.7222500000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977063,BBV 977063,River/Stream,,07100004,,,,,41.6616500000,-93.7164400000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977065,DBR 977065,River/Stream,,07100004,,,,,41.6118000000,-93.6124200000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977066,CCM 977066,River/Stream,,07100008,,,,,41.6370300000,-93.3782600000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977067,CCM 977067,River/Stream,,07100008,,,,,41.5799300000,-93.3566200000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977068,DSM 977068,River/Stream,,07100008,,,,,41.5777300000,-93.6055600000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977070,DDM 977070,River/Stream,,07100004,,,,,41.6804800000,-93.6687800000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977071,FFM 977071,River/Stream,,07100004,,,,,41.6393000000,-93.6258600000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977072,FFM 977072,River/Stream,,07100008,,,,,41.8496500000,-93.6579700000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
PCCB_WQX,Polk County Conservation Board,PCCB_WQX-977073,FFM 977073,River/Stream,,07100008,,,,,41.5898900000,-93.5280700000,,,,GPS-Unspecified,NAD83,,,,,,,US,19,153,,,,,,,,,,STORET
